"LA MAÎTRISE DE LA LANGUE FRANÇAISE",,,,,
,,,"A partir de l’étude d’œuvres diversifiées, distinguer les grandes catégories de la création artistique dans des situations d’apprentissage variées et en recherchant les liens possibles avec les autres disciplines, notamment la littérature, l’histoire, la géographie, les sciences.",,
,,,"Caractériser chacune des grandes catégories de la création artistique.",,
,,"Reconnaître et décrire des œuvres préalablement étudiées",,,
,,,"Décrire des œuvres de différents domaines artistiques en détaillant certains éléments constitutifs, en les situant dans l’espace et le temps et en utilisant quelques termes d’un vocabulaire spécifique.",,
,,,"Exprimer une émotion et émettre un point de vue.",,
,,"Pratiquer le dessin et diverses formes d’expression visuelles et plastiques",,,
,,,"Pratiquer des activités artistiques en utilisant différents matériaux, supports, instruments et techniques et montrer une sensibilité artistique et des capacités d’expression et de créativité.",,
,,"Interpréter de mémoire une chanson, participer à un jeu rythmique ; repérer des éléments musicaux caractéristiques simples",,,
,,,"Montrer des capacités de production musicale et d’écoute.",,
,,,"Identifier et décrire des éléments musicaux caractéristiques de genres et de styles variés, de différentes époques",,
,,"Inventer et réaliser des textes, des œuvres plastiques, des chorégraphies ou des enchaînements, à visée artistique ou expressive",,,
,,,"Participer à un projet créatif individuel ou collectif, en respectant des contraintes.",,
"LES COMPÉTENCES SOCIALES ET CIVIQUES",,,,,
,"Connaître les principes et fondements de la vie sociale et civique",,,,
,,"Reconnaître les symboles de la République et de l’Union européenne",,,
,,,"Comprendre l’importance des valeurs, des textes fondateurs (notamment la déclaration des droits de l’homme et du citoyen de 1789), des symboles de la République française.",,
,,,"Connaître les traits constitutifs de la nation française (caractéristiques du territoire, étapes de son unification, règles d’acquisition de la nationalité française, langue nationale).",,
,,,"Connaître l’Union européenne et la francophonie (le drapeau, l’hymne européen, la diversité des cultures et le sens du projet politique de la construction européenne ; la communauté des langues et des cultures composée par l’ensemble des pays francophones).",,
,,"Comprendre les notions de droits et devoirs, les accepter et les mettre en application",,,
,,,"Connaître l’importance de la règle de droit dans l’organisation des relations sociales.",,
,,"Avoir conscience de la dignité de la personne humaine et en tirer les conséquences au quotidien",,,
,,,"Connaître les règles élémentaires d’organisation de la vie publique et de la démocratie (démocratie représentative, respect de la loi, refus des discriminations de toute nature).",,
,,,"Connaître les enjeux de la solidarité nationale (protection sociale, responsabilité entre les générations).",,
,"Avoir un comportement responsable",,,,
,,"Respecter les règles de la vie collective",,,
,,,"Connaître et respecter les règles élémentaires d’organisation de la vie scolaire et de la vie sociale,",,
,,,"Connaître les règles élémentaires d’organisation de la vie publique, de la démocratie.",,
,,"Respecter tous les autres, et notamment appliquer les principes de l’égalité des filles et des garçons",,,
,,,"Connaître et respecter les règles de la mixité.",,
,,,"S’abstenir de tout comportement violent, sexiste ou raciste.",,
"L’AUTONOMIE ET L’INITIATIVE",,,,,
,"S’appuyer sur des méthodes de travail pour être autonome",,,,
,,"Respecter des consignes simples, en autonomie",,,
,,,"Comprendre une consigne simple et la reformuler.",,
,,,"Réaliser sans aide une tâche scolaire répondant à la consigne donnée.",,
,,"Être persévérant dans toutes les activités",,,
,,,"Mobiliser ses connaissances et ses compétences pour s’engager dans une tâche à accomplir.",,
,,,"Mobiliser ses connaissances et ses compétences pour se situer dans la réalisation de la tâche pour mener un travail à son terme.",,
,,"Commencer à savoir s’auto évaluer dans des situations simples",,,
,,,"Apprécier la réalisation d’un travail personnel et son adéquation avec la consigne donnée.",,
,,,"Identifier ses points forts et ses points faibles et quelques-unes de ses lacunes.",,
,,,"Se situer dans les étapes d’un parcours d’apprentissage défini par l’enseignant.",,
,,"Soutenir une écoute prolongée (lecture, musique, spectacle, etc.)",,,
,,,"Avoir une attitude attentive durant une écoute prolongée.",,
,,,"Conserver une attitude de spectateur, selon les usages, en contrôlant et en différant ses réactions positives ou négatives.",,
,,"S’impliquer dans un projet individuel ou collectif",,,
,,,"Donner les grands axes d’un projet.",,
,,,"Trouver et tenir sa place à l’intérieur du projet (choisie, imposée).",,
,,,"Contribuer activement à la mise en œuvre du projet sur sa durée.",,
,"Avoir une bonne maîtrise de son corps et une pratique physique (sportive ou artistique)",,,,
,,"Se respecter en respectant les principales règles d’hygiène de vie ; accomplir les gestes quotidiens sans risquer de se faire mal",,,
,,,"Connaître les actions bénéfiques ou nocives des comportements humains.",,
,,,"Utiliser ses connaissances notamment dans le domaine du sport, de l’alimentation, du sommeil et de l’hygiène et en tirer les conséquences au quotidien.",,
,,"Réaliser une performance mesurée dans les activités athlétiques et en natation",,,
,,,"Activités athlétiques",,
,,,,"Courir vite",
,,,,"Courir longtemps",
,,,,"Courir en franchissant des obstacles",
,,,,"Courir en relais",
,,,,"Sauter loin",
,,,,"Sauter haut",
,,,,"Lancer loin",
,,,"Natation : Se déplacer sur une trentaine de mètres.",,
,,"Se déplacer en s’adaptant à l’environnement",,,
,,,"Activités d’escalade : Grimper et redescendre sur un trajet annoncé (mur équipé).",,
,,,"Activités aquatiques et nautiques : Plonger, s’immerger, se déplacer.",,
,,,"Activités de roule et glisse : Réaliser un parcours d’actions diverses en roller, en vélo, en ski.",,
,,,"Activités d’orientation : Retrouver plusieurs balises dans un espace semi-naturel en s’aidant d’une carte.",,
